GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1401,563.66,1337.5,1738.32,147.65,78.56,-63.33,-1134.93,-10210.86,547.55,8705.26,-2246.02,76.74,1709.38,-2169.27,-459.89
1411,545.01,1321.9,1740.78,157.64,69.98,-64.29,-1148.34,-10176.28,555.05,8690.32,-2256.1,76.47,1691.76,-2179.63,-487.87
1421,541.28,1312.98,1743.55,153.43,76.53,-65.26,-1168.61,-10139.81,545.23,8725.42,-2286.28,76.96,1724.75,-2209.32,-484.57
1431,573.66,1274.67,1743.61,141.41,77.69,-58.89,-1144.54,-10159.16,551.85,8667.2,-2272.1,76.38,1667.51,-2195.72,-528.21
1441,558.94,1360.06,1747.22,151.44,83.64,-74.39,-1137.61,-10122.4,553.24,8635.09,-2279.95,76.08,1755.22,-2203.87,-448.65
1451,555.38,1332.7,1728.05,163.53,93.7,-65.22,-1144.67,-10212.31,551.36,8721.17,-2250.26,75.75,1723.69,-2174.51,-450.82
1461,569.09,1287.83,1729.02,144.51,77.17,-58.97,-1138.03,-10124.85,561.72,8703.7,-2270.78,76.49,1751.17,-2194.29,-443.12
1471,535.6,1303.44,1757.35,146.04,90.03,-80.96,-1174.97,-10210.17,557.85,8726.45,-2229.95,77.1,1650.65,-2152.85,-502.2
1481,581.43,1309.86,1713.8,156.45,84.74,-76.65,-1119.57,-10185.71,572.38,8678.86,-2227.28,76.91,1715.58,-2150.37,-434.79
1491,562.01,1322.96,1729.84,149.09,93.21,-66.14,-1153.29,-10175.61,557.98,8676.44,-2241.56,76.71,1696.5,-2164.85,-468.35
1501,549.31,1311.04,1756.43,149.16,72.19,-62.34,-1143.56,-10202.22,560.72,8700.72,-2230.2,76.44,1691.43,-2153.76,-462.33
1511,585.11,1316.5,1714.98,157.87,93.04,-66.13,-1141.17,-10213.95,578.55,8672.18,-2208.61,75.98,1696.98,-2132.63,-435.65
1521,539.04,1325.84,1713.23,145.69,86.28,-63.78,-1136.39,-10200.17,566.98,8712.05,-2239.87,75.8,1688.77,-2164.06,-475.29
1531,533.41,1293.17,1728.26,149.53,94.11,-49.92,-1143.26,-10203.95,561.48,8713.08,-2236.54,77.29,1675.9,-2159.25,-483.35
1541,539.14,1320.76,1726.62,162.29,102.52,-50.14,-1127.08,-10161.57,550.16,8603.25,-2215.97,76.06,1665.95,-2139.91,-473.96
1551,571.38,1337.75,1730.67,152.78,86.32,-70.12,-1131.47,-10148.16,545.71,8661.59,-2266.14,78.68,1736.45,-2187.46,-451.01
1561,554.66,1304.83,1727.3,147.67,89.34,-57.2,-1136.08,-10178.13,559.32,8727.67,-2264.53,76.25,1739.38,-2188.28,-448.9
1571,555.75,1355.17,1735.02,154.04,86.9,-68.36,-1116.37,-10257.99,537.41,8698.4,-2209.25,77.2,1679.98,-2132.05,-452.07
1581,574.15,1374.45,1724.28,153.72,89.16,-69.69,-1139.58,-10173.42,562.09,8675.75,-2242.11,76.48,1770.91,-2165.63,-394.72
1591,543.49,1310.14,1738.35,145.34,85.82,-80.07,-1157.23,-10082.71,561.65,8711.1,-2332.1,76.43,1775.88,-2255.67,-479.79
1601,570.36,1288.08,1703.26,142.4,72.95,-68.46,-1137.55,-10129.27,549.26,8692.77,-2294.6,76.53,1683.8,-2218.07,-534.27
1611,605.41,1396.92,1727.4,170.65,102.32,-61.94,-1133.29,-10153.7,529.07,8649.71,-2266.19,77.51,1832.55,-2188.68,-356.13
1621,565.34,1332.64,1750.7,153.77,97.66,-73.42,-1132.23,-10231.54,558.92,8706.66,-2233.15,77.14,1728.48,-2156.01,-427.53
1631,547.26,1292.73,1724.73,149.04,86.31,-59.97,-1123.43,-10169.48,565.83,8732.24,-2289.83,77.44,1745.28,-2212.39,-467.11
1641,561.38,1339.37,1760.92,160.01,72.51,-68.35,-1133.15,-10092.26,545.91,8622.65,-2303.12,77.73,1768.99,-2225.39,-456.4
